"","eventid","country_txt","region_txt","success","suicide","attacktype1_txt","targtype1_txt","nkill","nkillter","nwound","gdp"
"7094",201711070033,"Nigeria","Sub-Saharan Africa",0,1,"Bombing/Explosion","Unknown",1,1,0,"4.60457E+11"
"1686",201703110032,"Central African Republic","Sub-Saharan Africa",1,0,"Facility/Infrastructure Attack","Private Citizens & Property",0,0,0,"1560913335"
"7937",201708100026,"Pakistan","South Asia",1,0,"Hostage Taking (Kidnapping)","Police",1,0,0,"2.40857E+11"
"1475",201703170003,"Bangladesh","South Asia",1,1,"Bombing/Explosion","Police",1,1,2,"1.79992E+11"
"6836",201707240017,"Nigeria","Sub-Saharan Africa",1,0,"Armed Assault","Private Citizens & Property",8,0,-999,"4.60457E+11"
"5259",201701080040,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",11,0,0,"2.08595E+11"
"7125",201711020016,"Nigeria","Sub-Saharan Africa",1,0,"Assassination","Private Citizens & Property",1,0,0,"4.60457E+11"
"2674",201707080051,"India","South Asia",1,0,"Armed Assault","Police",0,0,0,"2.63095E+12"
"5112",201712050006,"Iraq","Middle East & North Africa",1,0,"Hostage Taking (Kidnapping)","Military",-999,0,-999,"2.08595E+11"
"8309",201702220029,"Philippines","Southeast Asia",1,0,"Facility/Infrastructure Attack","Business",0,0,0,"3.03356E+11"
"1816",201711130007,"Colombia","South America",1,0,"Assassination","Religious Figures/Institutions",1,0,0,"3.73471E+11"
"8734",201704030005,"Russia","Eastern Europe",0,0,"Bombing/Explosion","Transportation",0,0,0,"1.68001E+12"
"1111",201703190024,"Afghanistan","South Asia",0,0,"Bombing/Explosion","Unknown",0,0,0,"20744935406"
"8801",201706010035,"Saudi Arabia","Middle East & North Africa",1,0,"Bombing/Explosion","Unknown",2,2,0,"6.84158E+11"
"5195",201710190004,"Iraq","Middle East & North Africa",0,1,"Bombing/Explosion","Military",1,1,0,"2.08595E+11"
"2885",201710270029,"India","South Asia",0,0,"Bombing/Explosion","Unknown",0,0,0,"2.63095E+12"
"3400",201701020017,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Religious Figures/Institutions",1,0,10,"2.08595E+11"
"10267",201706090034,"Turkey","Middle East & North Africa",1,0,"Armed Assault","Military",0,0,2,"1.20604E+12"
"1860",201702080032,"Democratic Republic of the Congo","Sub-Saharan Africa",1,0,"Facility/Infrastructure Attack","Private Citizens & Property",0,0,0,"33277598255"
"4435",201709300005,"Iraq","Middle East & North Africa",0,1,"Bombing/Explosion","Private Citizens & Property",6,6,0,"2.08595E+11"
"6680",201705120017,"Nepal","South Asia",1,0,"Bombing/Explosion","Government (General)",0,0,0,"21463958187"
"4242",201706010014,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Military",0,0,4,"2.08595E+11"
"5661",201702040035,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Transportation",2,0,4,"2.08595E+11"
"1974",201709300015,"Democratic Republic of the Congo","Sub-Saharan Africa",1,0,"Armed Assault","Military",1,0,0,"33277598255"
"9365",201702120018,"Somalia","Sub-Saharan Africa",1,0,"Armed Assault","Military",2,-999,3,NA
"10363",201708260048,"Ukraine","Eastern Europe",1,0,"Hostage Taking (Kidnapping)","Private Citizens & Property",1,0,0,"1.27296E+11"
"1322",201706190034,"Afghanistan","South Asia",1,0,"Bombing/Explosion","Private Citizens & Property",5,0,6,"20744935406"
"3801",201702170005,"Iraq","Middle East & North Africa",1,0,"Armed Assault","Military",1,0,1,"2.08595E+11"
"3049",201706260031,"India","South Asia",1,0,"Facility/Infrastructure Attack","Private Citizens & Property",0,0,0,"2.63095E+12"
"8120",201702030019,"Philippines","Southeast Asia",1,0,"Assassination","Private Citizens & Property",1,0,0,"3.03356E+11"
"4740",201707170008,"Iraq","Middle East & North Africa",0,1,"Bombing/Explosion","Military",7,7,0,"2.08595E+11"
"4451",201706080009,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",2,0,2,"2.08595E+11"
"803",201703050024,"Afghanistan","South Asia",0,0,"Bombing/Explosion","Unknown",0,0,0,"20744935406"
"3765",201704060020,"Iraq","Middle East & North Africa",0,0,"Bombing/Explosion","Transportation",0,0,0,"2.08595E+11"
"3910",201704190026,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",0,0,3,"2.08595E+11"
"3933",201707150001,"Iraq","Middle East & North Africa",0,0,"Bombing/Explosion","Unknown",0,0,0,"2.08595E+11"
"2413",201712200030,"India","South Asia",1,0,"Facility/Infrastructure Attack","Business",0,0,0,"2.63095E+12"
"10634",201704260029,"West Bank and Gaza Strip","Middle East & North Africa",0,0,"Armed Assault","Military",0,0,1,"12136735452"
"160",201711260032,"Afghanistan","South Asia",1,0,"Bombing/Explosion","Unknown",2,2,2,"20744935406"
"4017",201701120033,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Military",0,0,3,"2.08595E+11"
"3911",201702070018,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",0,0,2,"2.08595E+11"
"4611",201709250006,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Police",0,0,2,"2.08595E+11"
"2988",201708140029,"India","South Asia",1,0,"Bombing/Explosion","Police",1,0,3,"2.63095E+12"
"8088",201710070005,"Philippines","Southeast Asia",1,0,"Hostage Taking (Barricade Incident)","Business",0,0,0,"3.03356E+11"
"8774",201702220005,"Saudi Arabia","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",0,0,4,"6.84158E+11"
"9510",201704090022,"South Sudan","Sub-Saharan Africa",1,0,"Armed Assault","Private Citizens & Property",12,0,0,NA
"2748",201709120013,"India","South Asia",1,0,"Armed Assault","Violent Political Party",1,0,0,"2.63095E+12"
"10762",201711300029,"Yemen","Middle East & North Africa",1,0,"Armed Assault","Government (General)",3,0,3,"19564086828"
"7160",201705070027,"Nigeria","Sub-Saharan Africa",1,0,"Assassination","Police",1,0,0,"4.60457E+11"
"2030",201701070011,"Egypt","Middle East & North Africa",1,0,"Armed Assault","Military",0,0,1,"2.7171E+11"
"5602",201705180004,"Iraq","Middle East & North Africa",1,1,"Bombing/Explosion","Private Citizens & Property",10,1,11,"2.08595E+11"
"10642",201702030025,"West Bank and Gaza Strip","Middle East & North Africa",0,0,"Bombing/Explosion","Unknown",0,0,0,"12136735452"
"10789",201706180057,"Yemen","Middle East & North Africa",1,0,"Armed Assault","Private Citizens & Property",1,0,0,"19564086828"
"5883",201712170022,"Israel","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",0,0,0,"2.97396E+11"
"6496",201708270031,"Myanmar","Southeast Asia",0,0,"Unknown","Police",0,0,0,"79495831533"
"1897",201709280027,"Democratic Republic of the Congo","Sub-Saharan Africa",0,0,"Armed Assault","Private Citizens & Property",0,0,0,"33277598255"
"4604",201708040043,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Unknown",0,0,0,"2.08595E+11"
"9226",201704260027,"Somalia","Sub-Saharan Africa",1,0,"Assassination","Private Citizens & Property",1,0,0,NA
"5691",201704170044,"Iraq","Middle East & North Africa",0,0,"Bombing/Explosion","Unknown",0,0,0,"2.08595E+11"
"9473",201707220032,"South Sudan","Sub-Saharan Africa",0,0,"Unknown","Business",0,0,0,NA
"10683",201711050011,"Yemen","Middle East & North Africa",1,1,"Hostage Taking (Barricade Incident)","Police",55,9,47,"19564086828"
"7205",201701080030,"Nigeria","Sub-Saharan Africa",1,0,"Hostage Taking (Kidnapping)","Private Citizens & Property",3,-999,0,"4.60457E+11"
"5481",201710040001,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",1,0,7,"2.08595E+11"
"10562",201704130023,"United States","North America",1,0,"Armed Assault","Business",1,0,0,"1.7305E+13"
"9481",201711040029,"South Sudan","Sub-Saharan Africa",0,0,"Unknown","Private Citizens & Property",0,0,0,NA
"1774",201702250006,"Colombia","South America",0,0,"Assassination","Government (General)",0,0,0,"3.73471E+11"
"5486",201710120012,"Iraq","Middle East & North Africa",1,0,"Hostage Taking (Kidnapping)","Private Citizens & Property",-999,0,-999,"2.08595E+11"
"6478",201708270041,"Myanmar","Southeast Asia",1,0,"Facility/Infrastructure Attack","Religious Figures/Institutions",0,0,0,"79495831533"
"1054",201708300004,"Afghanistan","South Asia",1,0,"Bombing/Explosion","Police",3,0,0,"20744935406"
"384",201705160007,"Afghanistan","South Asia",1,0,"Bombing/Explosion","Police",1,0,6,"20744935406"
"7742",201712290005,"Pakistan","South Asia",1,0,"Bombing/Explosion","Religious Figures/Institutions",1,0,0,"2.40857E+11"
"9613",201709300027,"Sudan","Sub-Saharan Africa",1,0,"Armed Assault","Private Citizens & Property",1,0,0,"79411016248"
"1112",201711250027,"Afghanistan","South Asia",0,0,"Armed Assault","Military",4,4,6,"20744935406"
"4039",201708290001,"Iraq","Middle East & North Africa",0,0,"Bombing/Explosion","Military",0,0,0,"2.08595E+11"
"277",201708040015,"Afghanistan","South Asia",0,0,"Bombing/Explosion","Military",18,18,-999,"20744935406"
"10824",201708140036,"Yemen","Middle East & North Africa",1,0,"Hostage Taking (Kidnapping)","Private Citizens & Property",0,0,0,"19564086828"
"2098",201702030044,"Egypt","Middle East & North Africa",0,0,"Bombing/Explosion","Unknown",0,0,0,"2.7171E+11"
"9213",201711300036,"Somalia","Sub-Saharan Africa",0,0,"Assassination","Journalists & Media",0,0,0,NA
"2291",201704020035,"France","Western Europe",1,0,"Facility/Infrastructure Attack","Religious Figures/Institutions",0,0,0,"2.85709E+12"
"9852",201707120026,"Syria","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",1,0,0,NA
"2727",201701140038,"India","South Asia",1,0,"Assassination","Private Citizens & Property",1,0,0,"2.63095E+12"
"5332",201707270029,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",2,0,2,"2.08595E+11"
"9488",201706110047,"South Sudan","Sub-Saharan Africa",0,0,"Unknown","Military",0,0,0,NA
"9076",201704050004,"Somalia","Sub-Saharan Africa",1,0,"Bombing/Explosion","Government (Diplomatic)",0,0,4,NA
"9517",201703130027,"South Sudan","Sub-Saharan Africa",1,0,"Hostage Taking (Kidnapping)","NGO",0,0,0,NA
"3019",201704240004,"India","South Asia",0,0,"Bombing/Explosion","Unknown",0,0,0,"2.63095E+12"
"7682",201706100042,"Pakistan","South Asia",0,0,"Assassination","Government (General)",0,0,1,"2.40857E+11"
"1899",201709050037,"Democratic Republic of the Congo","Sub-Saharan Africa",1,0,"Hostage Taking (Kidnapping)","Private Citizens & Property",-999,0,-999,"33277598255"
"1017",201707190042,"Afghanistan","South Asia",1,0,"Armed Assault","Police",2,0,0,"20744935406"
"862",201709040028,"Afghanistan","South Asia",0,0,"Bombing/Explosion","Unknown",0,0,0,"20744935406"
"5104",201709080005,"Iraq","Middle East & North Africa",0,0,"Bombing/Explosion","Unknown",-999,-999,0,"2.08595E+11"
"5789",201705200061,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",2,0,0,"2.08595E+11"
"6883",201709080027,"Nigeria","Sub-Saharan Africa",1,0,"Armed Assault","Private Citizens & Property",2,0,0,"4.60457E+11"
"2521",201706150029,"India","South Asia",0,0,"Bombing/Explosion","Unknown",0,0,0,"2.63095E+12"
"4464",201705190018,"Iraq","Middle East & North Africa",1,1,"Bombing/Explosion","Military",3,3,0,"2.08595E+11"
"10773",201705310035,"Yemen","Middle East & North Africa",1,0,"Bombing/Explosion","Maritime",0,0,0,"19564086828"
"10887",201707260027,"Yemen","Middle East & North Africa",1,0,"Armed Assault","Military",3,0,0,"19564086828"
"9319",201703220025,"Somalia","Sub-Saharan Africa",1,0,"Armed Assault","Business",1,0,0,NA
"1727",201711100028,"Chile","South America",1,0,"Facility/Infrastructure Attack","Transportation",0,0,0,"2.71896E+11"
"394",201709140016,"Afghanistan","South Asia",1,0,"Bombing/Explosion","Military",2,0,4,"20744935406"
"991",201705210018,"Afghanistan","South Asia",1,0,"Hostage Taking (Kidnapping)","Police",6,0,3,"20744935406"
"156",201705280028,"Afghanistan","South Asia",1,0,"Assassination","Government (General)",2,0,0,"20744935406"
"9214",201704060003,"Somalia","Sub-Saharan Africa",1,0,"Bombing/Explosion","Military",20,0,10,NA
"7472",201705160052,"Pakistan","South Asia",1,0,"Assassination","Educational Institution",1,0,0,"2.40857E+11"
"6059",201710180034,"Liberia","Sub-Saharan Africa",0,0,"Assassination","Journalists & Media",0,0,0,"2576870498"
"3780",201702150009,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",0,0,4,"2.08595E+11"
"3417",201702100007,"Iraq","Middle East & North Africa",1,1,"Bombing/Explosion","Military",2,1,7,"2.08595E+11"
"3278",201708300012,"India","South Asia",1,0,"Bombing/Explosion","Police",0,0,0,"2.63095E+12"
"6278",201702090008,"Mali","Sub-Saharan Africa",1,0,"Bombing/Explosion","Military",1,0,4,"14146600519"
"6332",201705030016,"Mali","Sub-Saharan Africa",1,0,"Bombing/Explosion","Government (Diplomatic)",1,0,9,"14146600519"
"9807",201702150039,"Syria","Middle East & North Africa",1,1,"Bombing/Explosion","Military",17,10,3,NA
"8696",201710190026,"Philippines","Southeast Asia",1,0,"Armed Assault","Government (General)",1,0,1,"3.03356E+11"
"6416",201708220030,"Mexico","North America",1,0,"Assassination","Journalists & Media",3,0,0,"1.28425E+12"
"4095",201707310003,"Iraq","Middle East & North Africa",0,0,"Bombing/Explosion","Unknown",0,0,0,"2.08595E+11"
"9208",201712050009,"Somalia","Sub-Saharan Africa",1,0,"Assassination","Private Citizens & Property",1,0,0,NA
"4513",201706190015,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Military",0,0,3,"2.08595E+11"
"9140",201712150018,"Somalia","Sub-Saharan Africa",1,0,"Unknown","Military",-999,-999,-999,NA
"264",201701100013,"Afghanistan","South Asia",1,0,"Bombing/Explosion","Private Citizens & Property",0,0,9,"20744935406"
"3418",201709150043,"Iraq","Middle East & North Africa",0,0,"Bombing/Explosion","Unknown",0,0,0,"2.08595E+11"
"2559",201709250031,"India","South Asia",1,0,"Bombing/Explosion","Business",0,0,0,"2.63095E+12"
"7766",201703300016,"Pakistan","South Asia",1,0,"Assassination","Private Citizens & Property",1,0,1,"2.40857E+11"
"2958",201707130043,"India","South Asia",1,0,"Facility/Infrastructure Attack","Tourists",0,0,0,"2.63095E+12"
"2573",201706130029,"India","South Asia",1,0,"Armed Assault","Government (General)",0,0,2,"2.63095E+12"
"4709",201706050002,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Military",0,0,1,"2.08595E+11"
"703",201705150014,"Afghanistan","South Asia",0,0,"Unknown","Military",5,5,1,"20744935406"
"10665",201704060025,"West Bank and Gaza Strip","Middle East & North Africa",1,0,"Unarmed Assault","Military",1,0,2,"12136735452"
"1146",201706150021,"Afghanistan","South Asia",1,1,"Bombing/Explosion","Religious Figures/Institutions",6,2,7,"20744935406"
"799",201712200019,"Afghanistan","South Asia",0,0,"Bombing/Explosion","Unknown",0,0,0,"20744935406"
"4402",201711060003,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",2,0,0,"2.08595E+11"
"9808",201708210026,"Syria","Middle East & North Africa",1,1,"Bombing/Explosion","Terrorists/Non-State Militia",2,2,-999,NA
"9622",201704250024,"Sudan","Sub-Saharan Africa",1,0,"Armed Assault","Private Citizens & Property",1,0,4,"79411016248"
"7961",201710140011,"Pakistan","South Asia",1,0,"Bombing/Explosion","Utilities",0,0,0,"2.40857E+11"
"5407",201711070014,"Iraq","Middle East & North Africa",0,0,"Unknown","Police",0,0,0,"2.08595E+11"
"4549",201705120037,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",1,0,0,"2.08595E+11"
"2106",201708130013,"Egypt","Middle East & North Africa",1,0,"Bombing/Explosion","Police",2,0,6,"2.7171E+11"
"2302",201712160013,"Gabon","Sub-Saharan Africa",0,0,"Assassination","Journalists & Media",0,0,2,"19007559999"
"5897",201712310017,"Italy","Western Europe",1,0,"Facility/Infrastructure Attack","Private Citizens & Property",0,0,0,"2.1119E+12"
"2576",201704080041,"India","South Asia",0,0,"Armed Assault","Police",0,0,0,"2.63095E+12"
"7555",201702190009,"Pakistan","South Asia",1,0,"Bombing/Explosion","Private Citizens & Property",0,0,8,"2.40857E+11"
"5501",201707070005,"Iraq","Middle East & North Africa",1,0,"Hostage Taking (Kidnapping)","Journalists & Media",3,0,4,"2.08595E+11"
"10826",201706200036,"Yemen","Middle East & North Africa",1,0,"Armed Assault","Military",0,0,3,"19564086828"
"1501",201703250002,"Bangladesh","South Asia",1,0,"Bombing/Explosion","Police",3,0,19,"1.79992E+11"
"1454",201708300015,"Bahrain","Middle East & North Africa",1,0,"Armed Assault","Military",0,0,0,"33003237141"
"9875",201702190025,"Syria","Middle East & North Africa",1,0,"Armed Assault","Private Citizens & Property",1,0,0,NA
"261",201709090010,"Afghanistan","South Asia",1,0,"Hostage Taking (Kidnapping)","Private Citizens & Property",0,0,0,"20744935406"
"6048",201708070030,"Lebanon","Middle East & North Africa",0,0,"Armed Assault","Religious Figures/Institutions",0,0,0,"43200771504"
"1018",201703240005,"Afghanistan","South Asia",1,0,"Armed Assault","Police",1,0,0,"20744935406"
"5077",201701020013,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Business",0,0,4,"2.08595E+11"
"1868",201712190005,"Democratic Republic of the Congo","Sub-Saharan Africa",0,0,"Armed Assault","Private Citizens & Property",0,0,0,"33277598255"
"5054",201712030009,"Iraq","Middle East & North Africa",0,1,"Bombing/Explosion","Unknown",0,0,0,"2.08595E+11"
"3838",201705270007,"Iraq","Middle East & North Africa",0,0,"Bombing/Explosion","Unknown",0,0,0,"2.08595E+11"
"5864",201712080015,"Israel","Middle East & North Africa",1,0,"Bombing/Explosion","Educational Institution",0,0,0,"2.97396E+11"
"9171",201701180018,"Somalia","Sub-Saharan Africa",1,0,"Bombing/Explosion","Government (General)",0,0,0,NA
"5812",201701090030,"Iraq","Middle East & North Africa",0,0,"Bombing/Explosion","Religious Figures/Institutions",0,0,0,"2.08595E+11"
"8095",201701300014,"Philippines","Southeast Asia",1,0,"Unknown","Government (General)",2,0,0,"3.03356E+11"
"7643",201705130009,"Pakistan","South Asia",1,0,"Hostage Taking (Barricade Incident)","Business",2,0,1,"2.40857E+11"
"10666",201703010005,"West Bank and Gaza Strip","Middle East & North Africa",1,0,"Armed Assault","Private Citizens & Property",1,1,1,"12136735452"
"5314",201710190001,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",2,0,0,"2.08595E+11"
"2842",201708090018,"India","South Asia",0,0,"Bombing/Explosion","Police",0,0,0,"2.63095E+12"
"10365",201709080030,"Ukraine","Eastern Europe",1,0,"Bombing/Explosion","Military",1,0,1,"1.27296E+11"
"4817",201704040026,"Iraq","Middle East & North Africa",0,0,"Bombing/Explosion","Unknown",0,0,0,"2.08595E+11"
"3656",201708010039,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Business",0,0,2,"2.08595E+11"
"10553",201704060031,"United States","North America",1,0,"Facility/Infrastructure Attack","Private Citizens & Property",0,0,0,"1.7305E+13"
"9468",201707230044,"South Sudan","Sub-Saharan Africa",0,0,"Unknown","Terrorists/Non-State Militia",0,0,0,NA
"3056",201704180043,"India","South Asia",1,0,"Armed Assault","Police",0,0,0,"2.63095E+12"
"8164",201712200031,"Philippines","Southeast Asia",1,0,"Hostage Taking (Kidnapping)","Religious Figures/Institutions",-999,0,-999,"3.03356E+11"
"8506",201704170053,"Philippines","Southeast Asia",1,0,"Bombing/Explosion","Police",0,0,14,"3.03356E+11"
"457",201706160021,"Afghanistan","South Asia",0,0,"Armed Assault","Military",-999,-999,-999,"20744935406"
"8590",201703200006,"Philippines","Southeast Asia",0,0,"Armed Assault","Military",0,0,0,"3.03356E+11"
"4735",201712200005,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Educational Institution",2,0,4,"2.08595E+11"
"1210",201704190056,"Afghanistan","South Asia",0,0,"Armed Assault","Government (General)",2,2,1,"20744935406"
"6521",201706210025,"Myanmar","Southeast Asia",1,0,"Assassination","Government (General)",1,0,0,"79495831533"
"2262",201703180018,"France","Western Europe",1,0,"Hostage Taking (Barricade Incident)","Military",1,1,0,"2.85709E+12"
"4574",201708200010,"Iraq","Middle East & North Africa",1,1,"Bombing/Explosion","Police",2,1,1,"2.08595E+11"
"8808",201709210010,"Saudi Arabia","Middle East & North Africa",1,0,"Bombing/Explosion","Educational Institution",0,0,0,"6.84158E+11"
"7884",201704180057,"Pakistan","South Asia",0,0,"Bombing/Explosion","Unknown",0,0,0,"2.40857E+11"
"455",201707060030,"Afghanistan","South Asia",0,0,"Unknown","Military",-999,-999,-999,"20744935406"
"674",201706120007,"Afghanistan","South Asia",1,0,"Assassination","Government (General)",1,0,0,"20744935406"
"6583",201705140055,"Nepal","South Asia",1,0,"Bombing/Explosion","Unknown",0,0,0,"21463958187"
"2274",201707300029,"France","Western Europe",1,0,"Bombing/Explosion","Private Citizens & Property",0,0,0,"2.85709E+12"
"10059",201712250003,"Thailand","Southeast Asia",1,0,"Bombing/Explosion","Utilities",0,0,0,"4.22941E+11"
"3279",201702200040,"India","South Asia",1,0,"Unknown","Government (General)",1,0,0,"2.63095E+12"
"9924",201709300023,"Syria","Middle East & North Africa",0,0,"Unknown","Military",0,0,0,NA
"7038",201709270022,"Nigeria","Sub-Saharan Africa",1,0,"Bombing/Explosion","Private Citizens & Property",2,0,3,"4.60457E+11"
"32",201706040019,"Afghanistan","South Asia",1,0,"Bombing/Explosion","Police",0,0,4,"20744935406"
"7642",201705130008,"Pakistan","South Asia",1,0,"Hostage Taking (Barricade Incident)","Business",8,0,0,"2.40857E+11"
"1988",201702140034,"Democratic Republic of the Congo","Sub-Saharan Africa",1,0,"Armed Assault","Military",3,0,1,"33277598255"
"6844",201711180023,"Nigeria","Sub-Saharan Africa",1,1,"Bombing/Explosion","Private Citizens & Property",4,2,4,"4.60457E+11"
"7442",201704130008,"Pakistan","South Asia",1,0,"Bombing/Explosion","Transportation",0,0,3,"2.40857E+11"
"2365",201701300047,"Greece","Western Europe",0,0,"Armed Assault","Police",0,0,0,"2.47785E+11"
"9456",201703210026,"South Africa","Sub-Saharan Africa",1,0,"Facility/Infrastructure Attack","Private Citizens & Property",0,0,1,"4.26813E+11"
"5802",201707260013,"Iraq","Middle East & North Africa",0,1,"Bombing/Explosion","Police",0,0,0,"2.08595E+11"
"10414",201712300022,"United Kingdom","Western Europe",1,0,"Armed Assault","Private Citizens & Property",0,0,2,"2.8069E+12"
"9271",201702180018,"Somalia","Sub-Saharan Africa",1,0,"Assassination","Government (General)",1,0,0,NA
"760",201711070044,"Afghanistan","South Asia",0,0,"Unknown","Military",0,0,0,"20744935406"
"6581",201711230010,"Nepal","South Asia",1,0,"Bombing/Explosion","Private Citizens & Property",0,0,0,"21463958187"
"9792",201706160038,"Syria","Middle East & North Africa",0,1,"Assassination","Terrorists/Non-State Militia",2,1,9,NA
"2502",201702100027,"India","South Asia",1,0,"Hostage Taking (Kidnapping)","Transportation",0,0,0,"2.63095E+12"
"391",201710230017,"Afghanistan","South Asia",1,0,"Bombing/Explosion","Unknown",0,0,0,"20744935406"
"9771",201701190034,"Syria","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",1,0,1,NA
"1317",201708290025,"Afghanistan","South Asia",1,0,"Armed Assault","Educational Institution",1,0,0,"20744935406"
"1747",201703250004,"Colombia","South America",1,0,"Armed Assault","Private Citizens & Property",5,0,1,"3.73471E+11"
"4785",201711110002,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Military",0,0,2,"2.08595E+11"
"6303",201709050026,"Mali","Sub-Saharan Africa",1,0,"Bombing/Explosion","Government (Diplomatic)",2,0,2,"14146600519"
"9779",201703110001,"Syria","Middle East & North Africa",1,0,"Bombing/Explosion","Military",38,1,-999,NA
"987",201702040026,"Afghanistan","South Asia",1,0,"Armed Assault","Religious Figures/Institutions",2,0,0,"20744935406"
"6872",201705150036,"Nigeria","Sub-Saharan Africa",1,0,"Hostage Taking (Barricade Incident)","Private Citizens & Property",0,0,2,"4.60457E+11"
"13",201705030023,"Afghanistan","South Asia",1,0,"Bombing/Explosion","Unknown",1,1,0,"20744935406"
"7601",201701230009,"Pakistan","South Asia",0,0,"Bombing/Explosion","Religious Figures/Institutions",0,0,0,"2.40857E+11"
"3169",201701260009,"India","South Asia",1,0,"Assassination","Government (General)",1,0,0,"2.63095E+12"
"9487",201707130056,"South Sudan","Sub-Saharan Africa",0,0,"Armed Assault","NGO",0,0,0,NA
"10425",201706100047,"United Kingdom","Western Europe",1,0,"Armed Assault","Private Citizens & Property",0,0,1,"2.8069E+12"
